Id,Value.number,Value.name,Value.CardFrame,Value.CardType,Value.Level,Value.Scale,Value.Attack,Value.Defense,Value.Attribute
6394,64659851,Law of the Cosmos,spell,Normal,0,-1,0,0,
6395,67468948,Layard the Liberator,effect,Fairy,4,-1,0,0,LIGHT
6396,92435533,"Lazion the Timelord",effect,Fairy,10,-1,0,0,FIRE
6397,50599453,Leafplace Plaice,effect,Psychic,3,-1,0,0,DARK
6398,7127502,"Lector Pendulum the Dracoverlord",effect_pendulum,Dragon,4,5,0,0,DARK
6399,56256517,Ledger of Legerdemain,spell,Normal,0,-1,0,0,
6400,21893603,Lee the World Chalice Fairy,effect,Fairy,2,-1,0,0,LIGHT
6401,90263923,Leeching the Light,spell,Normal,0,-1,0,0,
6402,7902349,Left Arm of the Forbidden One,normal,Spellcaster,1,-1,0,0,DARK
6403,86541496,Left Arm Offering,spell,Normal,0,-1,0,0,
6404,44519536,Left Leg of the Forbidden One,normal,Spellcaster,1,-1,0,0,DARK
6405,47840168,Left-Hand Shark,effect,Fish,3,-1,0,0,WATER
6406,44935634,Lefty Driver,effect,Machine,2,-1,0,0,EARTH
6407,87010442,Legacy Hunter,effect,Warrior,4,-1,0,0,EARTH
6408,25614410,Legacy of a HERO,spell,Normal,0,-1,0,0,
6409,88851326,Legacy of the Duelist,spell,Continuous,0,-1,0,0,
6410,30461781,Legacy of Yata-Garasu,trap,Normal,0,-1,0,0,
6411,89397517,Legend of Heart,spell,Normal,0,-1,0,0,
6412,99289828,Legend of the White Woods,spell,Normal,0,-1,0,0,
6413,28754338,Legendary Atlantean Tridon,effect,Sea Serpent,3,-1,0,0,WATER
6414,96458440,Legendary Black Belt,spell,Equip,0,-1,0,0,
6415,55343172,Legendary Dueling Field,normal,Machine,5,-1,0,0,EARTH
6416,12324546,Legendary Ebon Steed,spell,Equip,0,-1,0,0,
6417,99747800,Legendary Fiend,effect,Fiend,6,-1,0,0,DARK
6418,90681088,Legendary Fire King Ponix,effect,Winged Beast,1,-1,0,0,FIRE
6419,60258960,Legendary Flame Lord,ritual,Spellcaster,7,-1,0,0,FIRE
6420,25773409,Legendary Jujitsu Master,effect,Rock,3,-1,0,0,EARTH
6421,85800949,Legendary Knight Critias,effect,Warrior,8,-1,0,0,LIGHT
6422,84565800,Legendary Knight Hermos,effect,Warrior,8,-1,0,0,LIGHT
6423,80019195,Legendary Knight Timaeus,effect,Warrior,8,-1,0,0,LIGHT
6424,12338068,Legendary Maju Garzett,effect,Fiend,8,-1,0,0,DARK
6425,15327215,Legendary Secret of the Six Samurai,effect,Warrior,4,-1,0,0,DARK
6426,75116619,Legendary Six Samurai - Enishi,effect,Warrior,4,-1,0,0,LIGHT
6427,2511717,Legendary Six Samurai - Kageki,effect,Warrior,3,-1,0,0,WIND
6428,49721904,Legendary Six Samurai - Kizan,effect,Warrior,4,-1,0,0,EARTH
6429,74094021,Legendary Six Samurai - Mizuho,effect,Warrior,3,-1,0,0,FIRE
6430,29981921,Legendary Six Samurai - Shi En,synchro,Warrior,5,-1,0,0,DARK
6431,48505422,Legendary Six Samurai - Shinai,effect,Warrior,3,-1,0,0,WATER
6432,61854111,Legendary Sword,spell,Equip,0,-1,0,0,
6433,69320362,Legendary Wind-Up Key,spell,Quick-Play,0,-1,0,0,
6434,12472242,Leghul,effect,Insect,1,-1,0,0,EARTH
6435,25280974,Legion the Fiend Jester,effect,Spellcaster,4,-1,0,0,DARK
6436,62543393,Lekunga,effect,Plant,4,-1,0,0,WATER
6437,62543394,Lekunga Token,token,Plant,2,-1,0,0,WATER
6438,34318086,Lemon Magician Girl,effect,Spellcaster,2,-1,0,0,LIGHT
6439,34103656,"Lemuria the Forgotten City",spell,Field,0,-1,0,0,
6440,70298454,Leng Ling,effect,Dragon,3,-1,0,0,DARK
6441,4392470,Leo Wizard,normal,Spellcaster,5,-1,0,0,EARTH
6442,8561192,"Leo the Keeper of the Sacred Tree",synchro,Beast,10,-1,0,0,EARTH
6443,57201737,Leodrake's Mane,spell,Normal,0,-1,0,0,
6444,10538007,Leogun,normal,Beast,5,-1,0,0,EARTH
6445,98225108,Leotaur,effect,Beast-Warrior,4,-1,0,0,EARTH
6446,47226949,Leotron,normal,Cyberse,4,-1,0,0,EARTH
6447,49922726,Leraje the God of Archery,effect,Fiend,4,-1,0,0,DARK
6448,55444629,Lesser Dragon,normal,Dragon,4,-1,0,0,WIND
6449,16475472,Lesser Fiend,effect,Fiend,5,-1,0,0,DARK
6450,84397023,Level Conversion Lab,trap,Normal,0,-1,0,0,
6451,90500169,Level Down!?,spell,Quick-Play,0,-1,0,0,
6452,57421866,Level Eater,effect,Insect,1,-1,0,0,DARK
6453,37198732,Level Lifter,spell,Normal,0,-1,0,0,
6454,54976796,Level Limit - Area A,trap,Continuous,0,-1,0,0,
6455,3136426,Level Limit - Area B,spell,Continuous,0,-1,0,0,
6456,61850482,Level Modulation,spell,Normal,0,-1,0,0,
6457,86133013,Level Resist Wall,trap,Normal,0,-1,0,0,
6458,86223870,Level Retuner,trap,Normal,0,-1,0,0,
6459,74741494,Level Tuning,spell,Normal,0,-1,0,0,
6460,25290459,Level Up!,spell,Normal,0,-1,0,0,
6461,97385276,Level Warrior,effect,Warrior,3,-1,0,0,LIGHT
6462,37721209,Levia-Dragon - Daedalus,effect,Sea Serpent,7,-1,0,0,WATER
6463,95992081,Leviair the Sea Dragon,xyz,Aqua,3,-1,0,0,WIND
6464,39752820,Lib the World Key Blademaster,link,Cyberse,2,-1,0,0,LIGHT
6465,72022087,Liberty at Last!,trap,Normal,0,-1,0,0,
6466,62957424,"Libic Malebranche of the Burning Abyss",effect,Fiend,3,-1,0,0,DARK
6467,19516687,Libromancer Agent,effect,Warrior,6,-1,0,0,EARTH
6468,41085464,Libromancer Bonded,spell,Ritual,0,-1,0,0,
6469,88083109,Libromancer Displaced,trap,Normal,0,-1,0,0,
6470,71406430,Libromancer Doombroker,ritual,Fiend,6,-1,0,0,DARK
6471,16312943,Libromancer Fire,effect,Cyberse,4,-1,0,0,FIRE
6472,88106656,Libromancer Fireburst,ritual,Cyberse,7,-1,0,0,FIRE
6473,45001322,Libromancer Firestarter,ritual,Cyberse,3,-1,0,0,FIRE
6474,18890039,Libromancer First Appearance,spell,Field,0,-1,0,0,
6475,46123974,Libromancer Geek Boy,effect,Psychic,3,-1,0,0,WIND
6476,44889144,Libromancer Intervention,trap,Normal,0,-1,0,0,
6477,82128978,Libromancer Magigirl,effect,Spellcaster,4,-1,0,0,WATER
6478,52707042,Libromancer Mystigirl,ritual,Fairy,4,-1,0,0,LIGHT
6479,84121302,Libromancer Origin Story,spell,Continuous,0,-1,0,0,
6480,14478717,Libromancer Prevented,trap,Continuous,0,-1,0,0,
6481,15590355,Libromancer Realized,spell,Continuous,0,-1,0,0,
6482,55818463,"Lich Lord King of the Underworld",effect,Zombie,6,-1,0,0,DARK
6483,14318794,Life Absorbing Machine,trap,Continuous,0,-1,0,0,
6484,17178486,Life Equalizer,trap,Normal,0,-1,0,0,
6485,36148308,Life Extreme,spell,Equip,0,-1,0,0,
6486,83589191,Life Hack,spell,Quick-Play,0,-1,0,0,
6487,38105306,Life Shaver,trap,Continuous,0,-1,0,0,
6488,25165047,Life Stream Dragon,synchro,Dragon,8,-1,0,0,EARTH
6489,76214441,Lifeforce Harmonizer,effect,Psychic,2,-1,0,0,WIND
6490,89617515,Lifeless Leaffish,effect,Fish,4,-1,0,0,WATER
6491,47297616,Light and Darkness Dragon,effect,Dragon,8,-1,0,0,LIGHT
6492,19652159,Light and Darkness Dragon Lord,fusion,Dragon,10,-1,0,0,LIGHT
6493,73206827,Light Barrier,spell,Field,0,-1,0,0,
6494,21251800,Light Bringer Lucifer,normal,Fairy,6,-1,0,0,DARK
6495,61399402,Light Dragon @Ignister,xyz,Cyberse,4,-1,0,0,LIGHT
6496,54766667,Light Effigy,effect,Fairy,4,-1,0,0,LIGHT
6497,25132288,Light End Dragon,synchro,Dragon,8,-1,0,0,LIGHT
6498,35614780,Light End Sublimation Dragon,effect,Dragon,8,-1,0,0,LIGHT
6499,11471117,Light Laser,spell,Equip,0,-1,0,0,
6500,52253888,Light Law Medium,effect,Fairy,2,-1,0,0,LIGHT
6501,83027236,Light of Destruction,trap,Continuous,0,-1,0,0,
6502,62867251,Light of Intervention,trap,Continuous,0,-1,0,0,
6503,44595286,Light of Judgment,trap,Normal,0,-1,0,0,
6504,2362787,Light of Redemption,spell,Normal,0,-1,0,0,
6505,72554664,Light of the Branded,spell,Quick-Play,0,-1,0,0,
6506,35577420,Light Spiral,trap,Continuous,0,-1,0,0,
6507,83880087,Light Wing Shield,spell,Quick-Play,0,-1,0,0,
6508,53341729,Light-Imprisoning Mirror,trap,Continuous,0,-1,0,0,
6509,37231841,Lighten the Load,spell,Continuous,0,-1,0,0,
6510,49587034,Lightforce Sword,trap,Normal,0,-1,0,0,
6511,55226821,Lightning Blade,spell,Equip,0,-1,0,0,
6512,22653490,Lightning Chidori,xyz,Thunder,4,-1,0,0,WIND
6513,27671321,Lightning Conger,normal,Thunder,3,-1,0,0,WATER
6514,45023678,Lightning Punisher,effect,Thunder,7,-1,0,0,DARK
6515,40672993,Lightning Rod Lord,effect,Thunder,4,-1,0,0,LIGHT
6516,14532163,Lightning Storm,spell,Normal,0,-1,0,0,
6517,49389523,Lightning Tricorn,synchro,Beast,8,-1,0,0,LIGHT
6518,69162969,Lightning Vortex,spell,Normal,0,-1,0,0,
6519,87259077,Lightning Warrior,synchro,Warrior,7,-1,0,0,LIGHT
6520,89185742,"Lightning Dragon Ruler of Drafts",effect,Dragon,3,-1,0,0,WIND
6521,99365553,Lightpulsar Dragon,effect,Dragon,6,-1,0,0,LIGHT
6522,38737148,Lightray Daedalus,effect,Sea Serpent,7,-1,0,0,LIGHT
6523,30126992,Lightray Diabolos,effect,Dragon,7,-1,0,0,LIGHT
6524,4722253,Lightray Gearfried,effect,Warrior,8,-1,0,0,LIGHT
6525,27407330,Lightray Grepher,effect,Warrior,4,-1,0,0,LIGHT
6526,82579942,Lightray Madoor,effect,Spellcaster,6,-1,0,0,LIGHT
6527,91349449,Lightray Sorcerer,effect,Spellcaster,6,-1,0,0,LIGHT
6528,55501446,Lightserpent,effect,Reptile,3,-1,0,0,LIGHT
6529,25218587,Lightsworn Aegis,trap,Normal,0,-1,0,0,
6530,22201234,Lightsworn Barrier,trap,Continuous,0,-1,0,0,
6531,59481082,Lightsworn Dragonling,effect,Dragon,4,-1,0,0,LIGHT
6532,66194206,Lightsworn Judgment,trap,Normal,0,-1,0,0,
6533,30502181,Lightsworn Sabre,spell,Equip,0,-1,0,0,
6534,52665542,Lightsworn Sanctuary,spell,Continuous,0,-1,0,0,
6535,78845026,Lightwave Tuning,spell,Normal,0,-1,0,0,
6536,72233469,Lil-la Rap,spell,Continuous,0,-1,0,0,
6537,23898021,"Lilith Lady of Lament",effect,Fiend,3,-1,0,0,DARK
6538,68812773,Lillybot,effect,Machine,4,-1,0,0,LIGHT
6539,86607583,Limit Code,trap,Normal,0,-1,0,0,
6540,82324105,Limit Impulse,trap,Normal,0,-1,0,0,
6541,35014241,Limit Overdrive,spell,Quick-Play,0,-1,0,0,
6542,27551,Limit Reverse,trap,Continuous,0,-1,0,0,
6543,92450185,Limiter Overload,trap,Normal,0,-1,0,0,
6544,23171610,Limiter Removal,spell,Quick-Play,0,-1,0,0,
6545,52339733,Lindbloom,effect,Wyrm,4,-1,0,0,EARTH
6546,29307554,Lineage of Destruction,trap,Normal,0,-1,0,0,
6547,64238008,Linear Accelerator Cannon,spell,Normal,0,-1,0,0,
6548,70916046,Linear Equation Cannon,trap,Normal,0,-1,0,0,
6549,24842059,Linguriboh,link,Cyberse,1,-1,0,0,DARK
6550,7925734,Link Apple,effect,Cyberse,1,-1,0,0,FIRE
6551,3567660,Link Back,spell,Normal,0,-1,0,0,
6552,51335426,Link Bound,spell,Quick-Play,0,-1,0,0,
6553,67231737,Link Bumper,link,Cyberse,2,-1,0,0,EARTH
6554,73287067,Link Burst,spell,Normal,0,-1,0,0,
6555,30342076,Link Decoder,link,Cyberse,1,-1,0,0,DARK
6556,48068378,Link Devotee,link,Cyberse,1,-1,0,0,EARTH
6557,32995276,Link Disciple,link,Cyberse,1,-1,0,0,LIGHT
6558,73275815,Link Hole,spell,Normal,0,-1,0,0,
6559,65100616,Link Infra-Flier,effect,Cyberse,2,-1,0,0,WIND
6560,28827503,Link into the VRAINS!,spell,Normal,0,-1,0,0,
6561,68957925,Link Party,spell,Normal,0,-1,0,0,
6562,27664101,Link Restart,trap,Counter,0,-1,0,0,
6563,98978921,Link Spider,link,Cyberse,1,-1,0,0,EARTH
6564,23331400,Link Streamer,effect,Cyberse,4,-1,0,0,LIGHT
6565,55034079,Link Turret,trap,Continuous,0,-1,0,0,
6566,63092423,Linkbelt Wall Dragon,effect,Dragon,6,-1,0,0,EARTH
6567,54635100,Linkerbell,link,Fairy,2,-1,0,0,EARTH
6568,68295149,Linkmail Archfiend,link,Cyberse,4,-1,0,0,DARK
6569,85243784,Linkross,link,Cyberse,1,-1,0,0,LIGHT
6570,35595518,Linkslayer,effect,Cyberse,5,-1,0,0,EARTH
6571,41999284,Linkuriboh,link,Cyberse,1,-1,0,0,DARK
6572,4611269,Lion Alligator,effect,Reptile,4,-1,0,0,WATER
6573,61692648,Lionhearted Locomotive,effect,Machine,4,-1,0,0,EARTH
6574,93108297,Liquid Beast,normal,Aqua,3,-1,0,0,WATER
6575,55210709,Lisark,normal,Beast,4,-1,0,0,EARTH
6576,8955148,Litmus Doom Ritual,spell,Ritual,0,-1,0,0,
6577,72566043,Litmus Doom Swordsman,ritual,Warrior,8,-1,0,0,DARK
6578,68658728,Little Chimera,effect,Beast,2,-1,0,0,FIRE
6579,42625254,Little D,normal,Dinosaur,3,-1,0,0,EARTH
6580,45939611,Little Fairy,effect,Fairy,3,-1,0,0,LIGHT
6581,73702909,Little Trooper,effect,Warrior,1,-1,0,0,EARTH
6582,90790253,Little-Winguard,effect,Warrior,4,-1,0,0,WIND
6583,35487920,Live?Twin Channel,spell,Field,0,-1,0,0,
6584,8083925,Live?Twin Home,spell,Quick-Play,0,-1,0,0,
6585,36326160,Live?Twin Ki-sikil,effect,Cyberse,2,-1,0,0,LIGHT
6586,54257392,Live?Twin Ki-sikil Frost,effect,Aqua,2,-1,0,0,LIGHT
6587,73810864,Live?Twin Lil-la,effect,Cyberse,2,-1,0,0,DARK
6588,81078880,Live?Twin Lil-la Treat,effect,Zombie,2,-1,0,0,DARK
6589,37582948,Live?Twin Sunny's Snitch,spell,Continuous,0,-1,0,0,
6590,34959756,Living Fossil,spell,Equip,0,-1,0,0,
6591,34320307,Living Vase,normal,Plant,3,-1,0,0,EARTH
6592,20831168,Lizard Soldier,normal,Dragon,3,-1,0,0,WIND
6593,40666140,Ljosalf of the Nordic Alfar,effect,Spellcaster,4,-1,0,0,LIGHT
6594,25801745,"Lo the Prayers of the Voiceless Voice",effect,Fairy,1,-1,0,0,LIGHT
6595,64681263,Localized Tornado,trap,Normal,0,-1,0,0,
6596,52346240,Lock Cat,effect,Beast,3,-1,0,0,EARTH
6597,37310367,Lockout Gardna,effect,Cyberse,3,-1,0,0,EARTH
6598,38354937,Locomotion R-Genex,synchro,Machine,9,-1,0,0,DARK
6599,18478530,Loge's Flame,trap,Continuous,0,-1,0,0,
6600,2116237,Loka Samsara,trap,Normal,0,-1,0,0,
6601,67098114,"Loki Lord of the Aesir",synchro,Spellcaster,10,-1,0,0,DARK
6602,82452993,Lone Wolf,trap,Continuous,0,-1,0,0,
6603,48686504,Lonefire Blossom,effect,Plant,3,-1,0,0,FIRE
6604,76145142,"Longirsu the Orcust Orchestrator",link,Machine,3,-1,0,0,DARK
6605,300302034,Looking into the Future,skill,Aster Phoenix,0,-1,0,0,
6606,7852509,Loop of Destruction,trap,Continuous,0,-1,0,0,
6607,94183877,"Loptr Shadow of the Generaider Bosses",effect,Fairy,4,-1,0,0,FIRE
6608,35514096,Lord British Space Fighter,effect,Machine,4,-1,0,0,LIGHT
6609,8910971,Lord Gaia the Fierce Knight,effect,Warrior,7,-1,0,0,EARTH
6610,17985575,Lord of D.,effect,Spellcaster,4,-1,0,0,DARK
6611,9822220,Lord of the Heavenly Prison,effect,Rock,10,-1,0,0,DARK
6612,99510761,Lord of the Lamp,normal,Fiend,4,-1,0,0,DARK
6613,19025379,Lord of the Red,ritual,Dragon,8,-1,0,0,FIRE
6614,81618817,Lord of Zemia,normal,Fiend,4,-1,0,0,DARK
6615,40320754,Lord Poison,effect,Plant,4,-1,0,0,WATER
6616,50699850,"Loris Lady of Lament",effect,Fiend,3,-1,0,0,DARK
6617,24348804,Lose 1 Turn,trap,Continuous,0,-1,0,0,
6618,72453068,Loss Time,trap,Normal,0,-1,0,0,
6619,95231062,Lost Blue Breaker,effect,Sea Serpent,3,-1,0,0,WATER
6620,45871897,Lost Guardian,effect,Rock,4,-1,0,0,EARTH
6621,74003290,Lost Wind,trap,Normal,0,-1,0,0,
6622,17228908,Lost World,spell,Field,0,-1,0,0,
6623,61465001,Loud Cloud the Storm Serpent,effect,Reptile,5,-1,0,0,WATER
6624,2347656,Lovely Labrynth of the Silver Castle,effect,Fiend,8,-1,0,0,DARK
6625,300302003,Low Blow,skill,Andrew,0,-1,0,0,
6626,70534340,Lubellion the Searing Dragon,fusion,Dragon,8,-1,0,0,LIGHT
6627,34968834,"Lucent Netherlord of Dark World",effect,Fiend,6,-1,0,0,DARK
6628,58786132,Lucius the Shadow Vassal,effect,Fiend,1,-1,0,0,DARK
6629,96012004,Lucky Chance,trap,Continuous,0,-1,0,0,
6630,82760689,Lucky Cloud,spell,Normal,0,-1,0,0,
6631,34664411,Lucky Iron Axe,spell,Equip,0,-1,0,0,
6632,67955331,Lucky Loan,spell,Normal,0,-1,0,0,
6633,68762510,Lucky Pied Piper,effect,Fairy,4,-1,0,0,WIND
6634,36378044,Lucky Punch,trap,Continuous,0,-1,0,0,
6635,3985011,Lucky Trinket,normal,Spellcaster,2,-1,0,0,LIGHT
6636,39238953,Lullaby of Obedience,spell,Normal,0,-1,0,0,
6637,57115864,Lumenize,trap,Normal,0,-1,0,0,
6638,95503687,"Lumina Lightsworn Summoner",effect,Spellcaster,3,-1,0,0,LIGHT
6639,56166150,"Lumina Twilightsworn Shaman",effect,Spellcaster,3,-1,0,0,DARK
6640,34834619,Luminous Dragon Ritual,spell,Ritual,0,-1,0,0,
6641,57482479,Luminous Soldier,effect,Warrior,5,-1,0,0,LIGHT
6642,81777047,Luminous Spark,spell,Field,0,-1,0,0,
6643,48444114,Luna Light Perfume,spell,Normal,0,-1,0,0,
6644,48596760,Luna the Dark Spirit,effect,Fiend,4,-1,0,0,DARK
6645,11317977,Lunalight Black Sheep,effect,Beast-Warrior,2,-1,0,0,DARK
6646,11439455,Lunalight Blue Cat,effect,Beast-Warrior,4,-1,0,0,DARK
6647,51777272,Lunalight Cat Dancer,fusion,Beast-Warrior,7,-1,0,0,DARK
6648,94919024,Lunalight Crimson Fox,effect,Beast-Warrior,4,-1,0,0,DARK
6649,14152693,Lunalight Emerald Bird,effect,Beast-Warrior,4,-1,0,0,DARK
6650,87931906,Lunalight Fusion,spell,Normal,0,-1,0,0,
6651,35618217,Lunalight Kaleido Chick,effect,Beast-Warrior,4,-1,0,0,DARK
6652,24550676,Lunalight Leo Dancer,fusion,Beast-Warrior,10,-1,0,0,DARK
6653,97165977,Lunalight Panther Dancer,fusion,Beast-Warrior,8,-1,0,0,DARK
6654,48427163,Lunalight Purple Butterfly,effect,Beast-Warrior,3,-1,0,0,DARK
6655,11193246,Lunalight Reincarnation Dance,trap,Normal,0,-1,0,0,
6656,88753594,Lunalight Sabre Dancer,fusion,Beast-Warrior,9,-1,0,0,DARK
6657,13935001,Lunalight Serenade Dance,trap,Continuous,0,-1,0,0,
6658,83190280,Lunalight Tiger,effect_pendulum,Beast-Warrior,3,5,0,0,LIGHT
6659,84812868,Lunalight White Rabbit,effect,Beast-Warrior,2,-1,0,0,DARK
6660,47705572,Lunalight Wolf,effect_pendulum,Beast-Warrior,6,1,0,0,LIGHT
6661,50546208,Lunalight Yellow Marten,effect,Beast-Warrior,4,-1,0,0,DARK
6662,62210247,Lunar Queen Elzaim,normal,Fairy,3,-1,0,0,LIGHT
6663,11091375,Luster Dragon,normal,Dragon,4,-1,0,0,WIND
6664,17658803,Luster Dragon #2,normal,Dragon,6,-1,0,0,WIND
6665,92746535,"Luster Pendulum the Dracoslayer",effect_pendulum,Dragon,4,5,0,0,LIGHT
6666,84385264,Lycanthrope,ritual,Beast-Warrior,6,-1,0,0,EARTH
6667,22624373,"Lyla Lightsworn Sorceress",effect,Spellcaster,4,-1,0,0,LIGHT
6668,10071151,"Lyla Twilightsworn Enchantress",effect,Spellcaster,4,-1,0,0,DARK
6669,73318863,Lyna the Light Charmer,effect,Spellcaster,3,-1,0,0,LIGHT
6670,9839945,"Lyna the Light Charmer Lustrous",link,Spellcaster,2,-1,0,0,LIGHT
6671,48608796,Lyrilusc - Assembled Nightingale,xyz,Winged Beast,1,-1,0,0,WIND
6672,10182251,Lyrilusc - Beryl Canary,effect,Winged Beast,1,-1,0,0,WIND
6673,45354718,Lyrilusc - Bird Call,spell,Normal,0,-1,0,0,
6674,72859417,Lyrilusc - Bird Sanctuary,spell,Continuous,0,-1,0,0,
6675,56619778,Lyrilusc - Bird Strike,spell,Normal,0,-1,0,0,
6676,46576366,Lyrilusc - Celestine Wagtail,effect,Winged Beast,1,-1,0,0,WIND
6677,34550857,Lyrilusc - Cobalt Sparrow,effect,Winged Beast,1,-1,0,0,WIND
6678,72971064,Lyrilusc - Ensemblue Robin,xyz,Winged Beast,1,-1,0,0,WIND
6679,76815942,Lyrilusc - Independent Nightingale,fusion,Winged Beast,1,-1,0,0,WIND
6680,8243121,Lyrilusc - Phantom Feathers,trap,Normal,0,-1,0,0,
6681,19369609,Lyrilusc - Promenade Thrush,xyz,Winged Beast,1,-1,0,0,WIND
6682,8491961,Lyrilusc - Recital Starling,xyz,Winged Beast,1,-1,0,0,WIND
6683,60954556,Lyrilusc - Sapphire Swallow,effect,Winged Beast,1,-1,0,0,WIND
6684,97949165,Lyrilusc - Turquoise Warbler,effect,Winged Beast,1,-1,0,0,WIND
6685,56342351,M-Warrior #1,normal,Warrior,3,-1,0,0,EARTH
6686,92731455,M-Warrior #2,normal,Warrior,3,-1,0,0,EARTH
6687,4423206,M-X-Saber Invoker,xyz,Warrior,3,-1,0,0,EARTH
6688,18631392,Ma'at,effect,Fairy,10,-1,0,0,LIGHT
6689,98795934,Mabarrel,normal,Fiend,5,-1,0,0,DARK
6690,23469398,Machina Air Raider,effect,Machine,8,-1,0,0,EARTH
6691,31828916,Machina Armored Unit,spell,Continuous,0,-1,0,0,
6692,39284521,Machina Cannon,effect,Machine,8,-1,0,0,EARTH
6693,87074380,Machina Citadel,effect,Machine,10,-1,0,0,EARTH
6694,96384007,Machina Defender,effect,Machine,4,-1,0,0,EARTH
6695,13247801,Machina Defense Perimeter,spell,Continuous,0,-1,0,0,
6696,58054262,Machina Force,effect,Machine,10,-1,0,0,EARTH
6697,5556499,Machina Fortress,effect,Machine,7,-1,0,0,EARTH
6698,42940404,Machina Gearframe,effect,Machine,4,-1,0,0,EARTH
6699,50863093,Machina Irradiator,effect,Machine,8,-1,0,0,EARTH
6700,51617185,Machina Megaform,effect,Machine,8,-1,0,0,EARTH
6701,69838761,Machina Metalcruncher,effect,Machine,9,-1,0,0,EARTH
6702,59741415,Machina Overdrive,trap,Normal,0,-1,0,0,
6703,78349103,Machina Peacekeeper,effect,Machine,2,-1,0,0,EARTH
6704,85136114,Machina Possesstorage,effect,Machine,4,-1,0,0,DARK
6705,86852702,Machina Redeployment,spell,Normal,0,-1,0,0,
6706,54563536,Machina Resavenger,effect,Machine,4,-1,0,0,DARK
6707,46033517,Machina Ruinforce,effect,Machine,10,-1,0,0,DARK
6708,23782705,Machina Sniper,effect,Machine,4,-1,0,0,EARTH
6709,60999392,Machina Soldier,effect,Machine,4,-1,0,0,EARTH
6710,45674286,Machina Unclaspare,effect,Machine,4,-1,0,0,DARK
6711,11398951,Machine Angel Absolute Ritual,spell,Ritual,0,-1,0,0,
6712,300302035,Machine Angel Ascension,skill,Alexis Rhodes,0,-1,0,0,
6713,39996157,Machine Angel Ritual,spell,Ritual,0,-1,0,0,
6714,25518020,Machine Assembly Line,spell,Continuous,0,-1,0,0,
6715,38116136,Machine Attacker,normal,Machine,5,-1,0,0,EARTH
6716,25769732,Machine Conversion Factory,spell,Equip,0,-1,0,0,
6717,63995093,Machine Duplication,spell,Normal,0,-1,0,0,
6718,46700124,Machine King,effect,Machine,6,-1,0,0,EARTH
6719,70406920,Machine King - 3000 B.C.,trap,Continuous,0,-1,0,0,
6720,89222931,Machine King Prototype,effect,Machine,3,-1,0,0,EARTH
6721,96938777,Machine Lord Ur,effect,Machine,4,-1,0,0,EARTH
6722,30241314,Macro Cosmos,trap,Continuous,0,-1,0,0,
6723,94664694,Mad Archfiend,effect,Fiend,4,-1,0,0,DARK
6724,79182538,Mad Dog of Darkness,normal,Beast,4,-1,0,0,DARK
6725,86993168,Mad Hacker,effect,Cyberse,2,-1,0,0,DARK
6726,97240270,Mad Lobster,normal,Aqua,3,-1,0,0,WATER
6727,18760514,Mad Mauler,effect,Zombie,2,-1,0,0,DARK
6728,31034919,Mad Reloader,effect,Fiend,1,-1,0,0,DARK
6729,79870141,Mad Sword Beast,effect,Dinosaur,4,-1,0,0,EARTH
6730,96127902,Made to Order Mermaid Outfit Outfitter,spell,Normal,0,-1,0,0,
6731,43905751,Madjinn Gunn,normal,Fiend,2,-1,0,0,DARK
6732,34680482,Madolche Anjelly,effect,Fairy,4,-1,0,0,EARTH
6733,49374988,Madolche Baaple,effect,Beast,3,-1,0,0,EARTH
6734,48252330,Madolche Butlerusk,effect,Spellcaster,4,-1,0,0,EARTH
6735,14001430,Madolche Chateau,spell,Field,0,-1,0,0,
6736,26570480,Madolche Chickolates,effect,Beast,3,-1,0,0,EARTH
6737,75363626,Madolche Chouxvalier,effect,Warrior,4,-1,0,0,EARTH
6738,89521713,Madolche Cruffssant,effect,Beast,3,-1,0,0,EARTH
6739,51650038,Madolche Dessert,trap,Normal,0,-1,0,0,
6740,96150936,Madolche Fresh Sistart,link,Fairy,2,-1,0,0,EARTH
6741,91350799,Madolche Hootcake,effect,Beast,3,-1,0,0,EARTH
6742,12940613,Madolche Lesson,trap,Normal,0,-1,0,0,
6743,11868731,Madolche Magileine,effect,Spellcaster,4,-1,0,0,EARTH
6744,26016357,Madolche Marmalmaide,effect,Spellcaster,4,-1,0,0,EARTH
6745,52404456,Madolche Messengelato,effect,Warrior,4,-1,0,0,EARTH
6746,12980373,Madolche Mewfeuille,effect,Beast,3,-1,0,0,EARTH
6747,38745241,Madolche Mewgnard Meowcaron,link,Beast,3,-1,0,0,EARTH
6748,79759367,Madolche Nights,trap,Counter,0,-1,0,0,
6749,77848740,Madolche Petingcessoeur,effect,Fairy,4,-1,0,0,EARTH
6750,68159562,Madolche Promenade,trap,Normal,0,-1,0,0,
6751,74641045,Madolche Puddingcess,effect,Fairy,5,-1,0,0,EARTH
6752,44311445,Madolche Puddingcess Chocolat-a-la-Mode,xyz,Fairy,5,-1,0,0,EARTH
6753,49689480,Madolche Queen Tiara-a-la-Fraise,xyz,Fairy,5,-1,0,0,EARTH
6754,37164373,Madolche Queen Tiaramisu,xyz,Fairy,4,-1,0,0,EARTH
6755,71348837,Madolche Salon,spell,Continuous,0,-1,0,0,
6756,75833426,Madolche Tea Break,trap,Counter,0,-1,0,0,
